대여소 번호,보관소(대여소)명,자치구,상세주소,위도,경도,설치시기,LCD,QR,운영 방식
3214,영등포 푸르지오,영등포구,도신로29길 28,37.512024,126.901054,2020-03-04,0.0,10.0,QR
3215,강변삼성래미안,영등포구,영등포구 버드나루로 130,37.529743,126.907829,2020-03-05,0.0,15.0,QR
3219,영등포역 2번출구,영등포구,청구로 64,37.514874,126.907585,2020-03-04,0.0,10.0,QR
3220,래미안에스티움(신풍로) 앞,영등포구,신풍로77(GS25),37.500137,126.913979,2020-03-03,0.0,20.0,QR
3221,서울특별시 남부교육지원청,영등포구,영등포구 문래로121,37.519333,126.895302,2020-03-04,0.0,10.0,QR
847, 국방부민원실옆,용산구,"용산동3가 1번지 앞,
 (이태원로)",37.534523,126.977501,2020-03-28,0.0,15.0,QR
848, 삼각지12번 출구,용산구,한강로1가 24-7 ,37.535259,126.975052,2020-03-28,0.0,10.0,QR
849, 삼각지 자이아파트,용산구,한강로1가 80-11 ,37.536079,126.973419,2020-03-30,0.0,15.0,QR
850, KCC용산월츠타워 ,용산구,백범로90길 90,37.537399,126.968926,2020-03-28,0.0,15.0,QR
851,효창 푸르지오 앞,용산구,백범로 260,37.540478,126.958115,2020-03-28,0.0,10.0,QR
852,청암자이APT(103동),용산구,청암동 92-1 ,37.534527,126.947182,2020-03-28,0.0,20.0,QR
853,용산역 맞은편,용산구,한강로2가 408-5 ,37.528568,126.965691,2020-04-07,0.0,10.0,QR
854,HID 유족동지회 앞,용산구,이태원로 271,37.538727,127.001549,2020-04-05,0.0,10.0,QR
855,이촌역5번출구 앞,용산구, 서빙고로 83,37.522724,126.972771,2020-04-07,0.0,15.0,QR
857, 현대 안성타워,용산구,이태원로 217,37.535023,126.998055,2020-04-07,0.0,15.0,QR
858,녹사평역3번 출구,용산구,용산동4가 1-1,37.534409,126.986893,2020-04-07,0.0,7.0,QR
859,남산공원 야외식물원 앞,용산구,이태원동 259-16,37.541885,126.995865,2020-04-05,0.0,10.0,QR
860,LG한강 자이아파트 앞,용산구,용산구 이촌동 429 ,37.520695,126.970978,2020-04-07,0.0,15.0,QR
863,이촌역2번 출구,용산구,용산동5가 17,37.52177,126.977005,2020-04-07,0.0,15.0,QR
864,순천향대학병원(한남오거리),용산구,한남동 705-5 (한남대로),37.535141,127.006004,2020-04-05,0.0,10.0,QR
865,하얏트호텔 앞,용산구,"한남동 산 10-138
 (소월로)",37.540794,126.997849,2020-04-05,0.0,15.0,QR
866,브라운스톤 남산아파트,용산구,후암동 458,37.551548,126.97686,2020-03-30,0.0,10.0,QR
867,서빙고역 광장(1번출구),용산구,서빙고동241-14,37.519909,126.989235,2020-04-07,0.0,10.0,QR
868,롯데하이마트 용산점 앞,용산구,원효로208,37.53722,126.965019,2020-03-28,0.0,12.0,QR
973,제각말푸르지오 5-1단지 아파트,은평구, 은평구 진관동 144-7 ,37.637348,126.935844,2020-04-08,0.0,10.0,QR
974,연신초등학교옆 마을마당,은평구,불광동69,37.62672,126.929016,2020-04-09,0.0,10.0,QR
975,백련산 힐스테이트상가앞,은평구,응암동백련산로38상가앞,37.590363,126.923012,2020-04-10,0.0,10.0,QR
976,진관고등학교앞,은평구,진관4로26,37.643509,126.924103,2020-04-09,0.0,10.0,QR
977,신도중학교앞,은평구,진관1로77-30,37.633102,126.931503,2020-04-08,0.0,20.0,QR
978,녹번 힐스테이트상가앞,은평구,통일로610,37.601009,126.935928,2020-04-09,0.0,20.0,QR
979,원풍빌라앞,은평구,은평터널로143,37.591862,126.906082,2020-04-10,0.0,10.0,QR
982,유니클로 은평점앞,은평구,서오릉로32,37.604126,126.925087,2020-04-10,0.0,10.0,QR
984,상신초등학교앞 버스정류장,은평구,가좌로316,37.59581,126.910263,2020-04-10,0.0,10.0,QR
985,은평온누리약국앞,은평구,은평로170,37.601192,126.926384,2020-04-10,0.0,10.0,QR
989,축산정육식당앞,은평구,가좌로255,37.591812,126.914833,2020-04-10,0.0,10.0,QR
991,흥국사 정류장,은평구,은평구 진관동 298-2 ,37.656769,126.942009,2020-04-06,0.0,10.0,QR
992,북한산입구 정류장,은평구,은평구 진관동 289 ,37.658428,126.94606,2020-04-06,0.0,10.0,QR
993,은평뉴타운 온뜨락아파트앞,은평구,통일로972,37.630287,126.919563,2020-04-08,0.0,25.0,QR
994,북한산생태공원입구(교통섬),은평구,불광동638-6,37.610718,126.93911,2020-04-09,0.0,15.0,QR
995,은평다목적체육관,은평구,진관1로40,37.631409,126.925407,2020-04-08,0.0,15.0,QR
996,응암역 1번출구,은평구,응암동471-6,37.598606,126.915405,2020-04-10,0.0,10.0,QR
3401,창신두산아파트,종로구,종로구 지봉로5길 7,37.573761,127.013939,2020-06-11,0.0,10.0,QR
3402,이화공영주차장,종로구,율곡로19길 17-3,37.576607,127.00557,2020-04-19,0.0,10.0,QR
3403,서울특별시 교육청,종로구,종로구 송월길48,37.569508,126.967011,2020-02-26,0.0,10.0,QR
3404,서울특별시 중부교육지원청,종로구,종로구 대학로 10,37.571854,127.002358,2020-02-03,0.0,15.0,QR
3405,파크팰리스,종로구,사직로8길20(내수동95),37.574551,126.970551,2020-02-11,0.0,12.0,QR
3406,세종로공원,종로구,세종로79-12,37.574059,126.9758,2020-05-08,0.0,20.0,QR
3407,안국동사거리(신),종로구,안국동175-92,37.575806,126.983391,2020-02-10,0.0,15.0,QR
3408,종로타워빌딩,종로구,공평동70-4,37.570511,126.983368,2020-02-10,0.0,13.0,QR
3410,종로3가역 8번출구,종로구,묘동90-3,37.572037,126.991844,2020-02-11,0.0,10.0,QR
3411,종묘,종로구,종로153-2,37.570702,126.994812,2020-02-10,0.0,10.0,QR
3412,세운상가,종로구,종로160-1,37.570313,126.994545,2020-02-11,0.0,15.0,QR
3413,종로플레이스,종로구,인의동28-1,37.5732,126.997963,2020-02-04,0.0,15.0,QR
3414,종로5가역 4번출구,종로구,종로5가 73-2,37.571175,127.002228,2020-02-11,0.0,10.0,QR
3415,동대문역6번출구,종로구,창신동487-5,37.57146072,127.010788,2020-02-26,0.0,15.0,QR
3416,동묘앞역 6번출구,종로구,창신동397-6,37.571533,127.015617,2020-02-04,0.0,15.0,QR
3417,창신3동주민센터,종로구,창신동23-215,37.577724,127.015251,2020-02-03,0.0,12.0,QR
3418,창신역2번 출구,종로구,창신동 1-105,37.579987,127.01506,2020-02-03,0.0,10.0,QR
3419,국립어린이과학관,종로구,창경궁로215(와룡동2-70),37.581947,126.997368,2020-02-10,0.0,15.0,QR
3420,성균관대입구사거리(맥도날드),종로구,창경궁로241,37.583275,126.998856,2020-02-04,0.0,10.0,QR
3421,혜화역 1번출구,종로구,대학로144,37.583855,127.001854,2020-02-04,0.0,10.0,QR
3422,성균관대 정문,종로구,성균관로31,37.584797,126.997131,2020-02-04,0.0,20.0,QR
3423,현대그룹(본사),종로구,종로구 연지동 1-38,37.575836,127.000694,2020-02-04,0.0,20.0,QR
3425,광화문 풍림스페이스본 1단지앞,종로구,사직로8길4,37.574848,126.968269,2020-05-04,0.0,15.0,QR
3426,독립문역 2번출구 뒤,종로구,무악동11-11,37.575016,126.95755,2020-02-11,0.0,10.0,QR
3427,인왕산 아이파크 정문,종로구,통일로16길8-3,37.576603,126.956749,2020-02-13,0.0,13.0,QR
3428,서울미술관,종로구,자하문로231,37.595127,126.963493,2020-02-13,0.0,10.0,QR
3429,AW컨벤션앞,종로구,자하문로255,37.59726,126.963089,2020-02-13,0.0,15.0,QR
3430,구기치안센터 앞,종로구,비봉길12,37.60854,126.957138,2020-02-13,0.0,10.0,QR
3431,로제우스 레포츠센터,종로구,진흥로466,37.607601,126.957687,2020-02-13,0.0,10.0,QR
3432,종로2가 사거리,종로구,종로2가 56-17,37.569992,126.988342,2020-02-10,0.0,15.0,QR
441,염천교사거리,중구,중구 순화동 212-9,37.559891,126.97068,2020-01-31,0.0,15.0,QR
442,서울역 서부,중구,봉래동 2가 122-11,37.553692,126.97216,2020-02-03,0.0,20.0,QR
443,호암아트홀,중구,봉래동 2가 122-11,37.562111,126.970718,2020-01-31,0.0,9.0,QR
444,서울역3번 출구,중구,통일로 20,37.557602,126.97258,2020-02-03,0.0,20.0,QR
445,대한상공회의소,중구,세종대로 39,37.560291,126.974548,2020-01-31,0.0,10.0,QR
466,롯데호텔,중구,을지로 30,37.565842,126.979813,2020-02-28,0.0,20.0,QR
